symbol,factor,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
AAPL,slow_k,11,78,0.001,0.1572,1.0565,0.0421,1.2154,18.0,15.0,0.8332999999999999,4.9,0.65,-0.1727,-0.3343
AAPL,slow_k,11,79,0.001,0.15839999999999999,1.0666,0.042300000000000004,1.2154,18.0,15.0,0.8332999999999999,4.9,0.65,-0.1727,-0.3343
AAPL,slow_k,11,80,0.001,0.16510000000000002,1.1264,0.043899999999999995,1.2154,18.0,16.0,0.8889,4.9,0.67,-0.1727,-0.3343
AAPL,slow_k,11,81,0.001,0.1689,1.1604,0.044800000000000006,1.2154,18.0,16.0,0.8889,4.9,0.69,-0.1727,-0.3343
AAPL,slow_k,11,82,0.001,0.1689,1.1604,0.044800000000000006,1.2154,18.0,16.0,0.8889,4.9,0.69,-0.1727,-0.3343
AAPL,slow_k,11,83,0.001,0.17620000000000002,1.2279,0.0467,1.2154,18.0,16.0,0.8889,4.9,0.72,-0.1727,-0.3343
AAPL,slow_k,11,84,0.001,0.18109999999999998,1.2741,0.0478,1.2154,18.0,16.0,0.8889,4.9,0.74,-0.1727,-0.3343
AAPL,slow_k,11,85,0.001,0.10679999999999999,0.6501,0.033,1.2154,16.0,13.0,0.8125,4.9,0.38,-0.2341,-0.3343
AAPL,slow_k,11,86,0.001,0.1207,0.7548999999999999,0.037200000000000004,1.2154,16.0,13.0,0.8125,4.9,0.43,-0.2341,-0.3343
AAPL,slow_k,11,87,0.001,0.125,0.7889,0.0384,1.2154,16.0,13.0,0.8125,4.9,0.45,-0.2341,-0.3343
AAPL,slow_k,11,88,0.001,0.12789999999999999,0.8119,0.0392,1.2154,16.0,13.0,0.8125,4.9,0.46,-0.2341,-0.3343
AAPL,slow_k,11,89,0.001,0.1307,0.8342,0.039900000000000005,1.2154,16.0,13.0,0.8125,4.9,0.47,-0.2341,-0.3343
AAPL,slow_k,11,90,0.001,0.1408,0.9159,0.042800000000000005,1.2154,16.0,13.0,0.8125,4.9,0.51,-0.2341,-0.3343
AAPL,slow_k,12,60,0.001,0.10220000000000001,0.6164999999999999,0.0235,1.2154,22.0,17.0,0.7726999999999999,4.9,0.39,-0.2091,-0.3343
AAPL,slow_k,12,61,0.001,0.1059,0.6435,0.024300000000000002,1.2154,22.0,17.0,0.7726999999999999,4.9,0.4,-0.19829999999999998,-0.3343
AAPL,slow_k,12,62,0.001,0.1043,0.6318,0.024,1.2154,22.0,18.0,0.8181999999999999,4.9,0.4,-0.19829999999999998,-0.3343
AAPL,slow_k,12,63,0.001,0.1041,0.6304,0.0239,1.2154,22.0,18.0,0.8181999999999999,4.9,0.39,-0.19899999999999998,-0.3343
AAPL,slow_k,12,64,0.001,0.1035,0.626,0.023799999999999998,1.2154,22.0,18.0,0.8181999999999999,4.9,0.39,-0.19899999999999998,-0.3343
AAPL,slow_k,12,65,0.001,0.1112,0.6833,0.0254,1.2154,22.0,19.0,0.8636,4.9,0.43,-0.20170000000000002,-0.3343
AAPL,slow_k,12,66,0.001,0.1112,0.6833,0.0254,1.2154,22.0,19.0,0.8636,4.9,0.43,-0.20170000000000002,-0.3343
AAPL,slow_k,12,67,0.001,0.1162,0.7204,0.0264,1.2154,22.0,19.0,0.8636,4.9,0.45,-0.20170000000000002,-0.3343
AAPL,slow_k,12,68,0.001,0.1162,0.7204,0.0264,1.2154,22.0,19.0,0.8636,4.9,0.45,-0.20170000000000002,-0.3343
AAPL,slow_k,12,69,0.001,0.1188,0.7404000000000001,0.027000000000000003,1.2154,22.0,19.0,0.8636,4.9,0.46,-0.20170000000000002,-0.3343
AAPL,slow_k,12,70,0.001,0.1209,0.7570999999999999,0.0274,1.2154,22.0,19.0,0.8636,4.9,0.47,-0.19399999999999998,-0.3343
AAPL,slow_k,12,71,0.001,0.1393,0.9035,0.0311,1.2154,22.0,19.0,0.8636,4.9,0.55,-0.1795,-0.3343
AAPL,slow_k,12,72,0.001,0.1461,0.9601999999999999,0.0325,1.2154,22.0,19.0,0.8636,4.9,0.58,-0.1795,-0.3343
AAPL,slow_k,12,73,0.001,0.1461,0.9601999999999999,0.0325,1.2154,22.0,19.0,0.8636,4.9,0.58,-0.1795,-0.3343
AAPL,slow_k,12,74,0.001,0.14679999999999999,0.9662999999999999,0.0326,1.2154,22.0,19.0,0.8636,4.9,0.58,-0.1795,-0.3343
