symbol,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
^GSPC,-4,-2,0.001,0.0313,0.1668,0.0118,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.1924,-0.25429999999999997
^GSPC,-4,-1,0.001,0.0313,0.1668,0.0118,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.1924,-0.25429999999999997
^GSPC,-4,0,0.001,0.0316,0.1685,0.011899999999999999,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.1924,-0.25429999999999997
^GSPC,-4,1,0.001,0.0331,0.1772,0.0125,1.0014,14.0,9.0,0.6429,5.0,0.08,-0.1924,-0.25429999999999997
^GSPC,-4,2,0.001,0.0358,0.1925,0.013500000000000002,1.0014,14.0,9.0,0.6429,5.0,0.1,-0.1999,-0.25429999999999997
^GSPC,-4,3,0.001,0.0333,0.1779,0.0126,1.0014,14.0,9.0,0.6429,5.0,0.09,-0.2097,-0.25429999999999997
^GSPC,-4,4,0.001,0.0316,0.16829999999999998,0.0121,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.2097,-0.25429999999999997
^GSPC,-4,5,0.001,0.0315,0.1681,0.0121,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.2097,-0.25429999999999997
^GSPC,-4,6,0.001,0.0315,0.1681,0.0121,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.2097,-0.25429999999999997
^GSPC,-4,7,0.001,0.0274,0.1446,0.011399999999999999,1.0014,13.0,8.0,0.6154,5.0,0.05,-0.2097,-0.25429999999999997
^GSPC,-4,8,0.001,0.0319,0.17,0.0131,1.0014,13.0,9.0,0.6923,5.0,0.08,-0.2087,-0.25429999999999997
^GSPC,-4,9,0.001,0.0375,0.2022,0.0152,1.0014,13.0,9.0,0.6923,5.0,0.11,-0.1974,-0.25429999999999997
^GSPC,-4,10,0.001,0.0394,0.213,0.016,1.0014,13.0,9.0,0.6923,5.0,0.12,-0.1974,-0.25429999999999997
^GSPC,-3,-10,0.001,0.08990000000000001,0.5379999999999999,0.0258,1.0014,14.0,6.0,0.4286,5.0,0.49,-0.1562,-0.25429999999999997
^GSPC,-3,-9,0.001,0.08990000000000001,0.5379999999999999,0.0258,1.0014,14.0,6.0,0.4286,5.0,0.49,-0.1562,-0.25429999999999997
^GSPC,-3,-8,0.001,0.0925,0.5569,0.026699999999999998,1.0014,14.0,6.0,0.4286,5.0,0.51,-0.1562,-0.25429999999999997
^GSPC,-3,-7,0.001,0.0925,0.5569,0.026699999999999998,1.0014,14.0,6.0,0.4286,5.0,0.51,-0.1562,-0.25429999999999997
^GSPC,-3,-6,0.001,0.094,0.5678,0.027200000000000002,1.0014,14.0,6.0,0.4286,5.0,0.52,-0.1562,-0.25429999999999997
^GSPC,-3,-5,0.001,0.0955,0.5784,0.0278,1.0014,14.0,6.0,0.4286,5.0,0.53,-0.1505,-0.25429999999999997
^GSPC,-3,-4,0.001,0.1079,0.6698000000000001,0.0311,1.0014,14.0,6.0,0.4286,5.0,0.62,-0.12619999999999998,-0.25429999999999997
^GSPC,-3,-3,0.001,0.10490000000000001,0.647,0.027999999999999997,1.0014,15.0,6.0,0.4,5.0,0.6,-0.1281,-0.25429999999999997
^GSPC,-3,-2,0.001,0.0337,0.18059999999999998,0.0118,1.0014,15.0,10.0,0.6667000000000001,5.0,0.09,-0.1924,-0.25429999999999997
^GSPC,-3,-1,0.001,0.0337,0.18059999999999998,0.0118,1.0014,15.0,10.0,0.6667000000000001,5.0,0.09,-0.1924,-0.25429999999999997
^GSPC,-3,0,0.001,0.034,0.18230000000000002,0.011899999999999999,1.0014,15.0,10.0,0.6667000000000001,5.0,0.09,-0.1924,-0.25429999999999997
^GSPC,-3,1,0.001,0.0356,0.1911,0.0124,1.0014,15.0,10.0,0.6667000000000001,5.0,0.1,-0.1924,-0.25429999999999997
^GSPC,-3,2,0.001,0.0383,0.2066,0.0134,1.0014,15.0,10.0,0.6667000000000001,5.0,0.12,-0.1999,-0.25429999999999997
^GSPC,-3,3,0.001,0.035699999999999996,0.1918,0.0126,1.0014,15.0,10.0,0.6667000000000001,5.0,0.1,-0.2097,-0.25429999999999997
^GSPC,-3,4,0.001,0.0347,0.1858,0.0123,1.0014,15.0,10.0,0.6667000000000001,5.0,0.09,-0.2097,-0.25429999999999997
^GSPC,-3,5,0.001,0.0346,0.1855,0.0123,1.0014,15.0,10.0,0.6667000000000001,5.0,0.09,-0.2097,-0.25429999999999997
^GSPC,-3,6,0.001,0.0346,0.1855,0.0123,1.0014,15.0,10.0,0.6667000000000001,5.0,0.09,-0.2097,-0.25429999999999997
^GSPC,-3,7,0.001,0.0304,0.1618,0.011699999999999999,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.2097,-0.25429999999999997
^GSPC,-3,8,0.001,0.0349,0.1875,0.0132,1.0014,14.0,10.0,0.7143,5.0,0.1,-0.2087,-0.25429999999999997
^GSPC,-3,9,0.001,0.0406,0.22010000000000002,0.0152,1.0014,14.0,10.0,0.7143,5.0,0.13,-0.1974,-0.25429999999999997
^GSPC,-3,10,0.001,0.0409,0.2223,0.0154,1.0014,14.0,10.0,0.7143,5.0,0.13,-0.2018,-0.25429999999999997
^GSPC,-2,-10,0.001,0.0885,0.5286,0.0253,1.0014,14.0,6.0,0.4286,5.0,0.48,-0.1562,-0.25429999999999997
^GSPC,-2,-9,0.001,0.0885,0.5286,0.0253,1.0014,14.0,6.0,0.4286,5.0,0.48,-0.1562,-0.25429999999999997
^GSPC,-2,-8,0.001,0.09119999999999999,0.5474,0.0263,1.0014,14.0,6.0,0.4286,5.0,0.5,-0.1562,-0.25429999999999997
^GSPC,-2,-7,0.001,0.09119999999999999,0.5474,0.0263,1.0014,14.0,6.0,0.4286,5.0,0.5,-0.1562,-0.25429999999999997
^GSPC,-2,-6,0.001,0.09269999999999999,0.5582,0.0268,1.0014,14.0,6.0,0.4286,5.0,0.51,-0.1562,-0.25429999999999997
^GSPC,-2,-5,0.001,0.0942,0.5688,0.0273,1.0014,14.0,6.0,0.4286,5.0,0.52,-0.1505,-0.25429999999999997
^GSPC,-2,-4,0.001,0.1066,0.6596,0.030600000000000002,1.0014,14.0,6.0,0.4286,5.0,0.61,-0.12619999999999998,-0.25429999999999997
^GSPC,-2,-3,0.001,0.1035,0.6369,0.0275,1.0014,15.0,6.0,0.4,5.0,0.59,-0.1281,-0.25429999999999997
^GSPC,-2,-2,0.001,0.1063,0.6575,0.0285,1.0014,15.0,6.0,0.4,5.0,0.61,-0.1382,-0.25429999999999997
