symbol,w_param,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
^KS11,7,17,70,0.001,0.045899999999999996,0.2505,0.03,0.4311,8.0,6.0,0.75,5.0,0.2,-0.1955,-0.3479
^KS11,7,17,71,0.001,0.0271,0.14279999999999998,0.024399999999999998,0.4311,7.0,6.0,0.8571,5.0,0.05,-0.2853,-0.3479
^KS11,7,17,72,0.001,0.0271,0.14279999999999998,0.024399999999999998,0.4311,7.0,6.0,0.8571,5.0,0.05,-0.2853,-0.3479
^KS11,7,17,73,0.001,0.0353,0.1888,0.0301,0.4311,7.0,6.0,0.8571,5.0,0.11,-0.2853,-0.3479
^KS11,7,17,74,0.001,0.0369,0.1977,0.031200000000000002,0.4311,7.0,6.0,0.8571,5.0,0.12,-0.2853,-0.3479
^KS11,7,17,75,0.001,0.04,0.2159,0.0336,0.4311,7.0,6.0,0.8571,5.0,0.14,-0.2853,-0.3479
^KS11,7,17,76,0.001,0.0564,0.3144,0.0455,0.4311,7.0,6.0,0.8571,5.0,0.25,-0.2853,-0.3479
^KS11,7,17,77,0.001,0.058600000000000006,0.3281,0.0472,0.4311,7.0,6.0,0.8571,5.0,0.27,-0.2853,-0.3479
^KS11,7,17,78,0.001,0.0633,0.3575,0.0499,0.4311,7.0,6.0,0.8571,5.0,0.3,-0.2853,-0.3479
^KS11,7,17,79,0.001,0.0633,0.3575,0.0499,0.4311,7.0,6.0,0.8571,5.0,0.3,-0.2853,-0.3479
^KS11,7,17,80,0.001,0.0693,0.39649999999999996,0.054299999999999994,0.4311,7.0,6.0,0.8571,5.0,0.34,-0.2853,-0.3479
^KS11,7,17,81,0.001,0.0722,0.4156,0.0564,0.4311,7.0,6.0,0.8571,5.0,0.36,-0.2853,-0.3479
^KS11,7,17,82,0.001,0.0408,0.22039999999999998,0.039599999999999996,0.4311,6.0,5.0,0.8332999999999999,5.0,0.13,-0.2853,-0.3479
^KS11,7,17,83,0.001,0.0408,0.22039999999999998,0.039599999999999996,0.4311,6.0,5.0,0.8332999999999999,5.0,0.13,-0.2853,-0.3479
^KS11,7,17,84,0.001,0.016200000000000003,0.0832,0.030699999999999998,0.4311,4.0,3.0,0.75,5.0,-0.02,-0.32789999999999997,-0.3479
^KS11,7,17,85,0.001,0.0173,0.0892,0.0322,0.4311,4.0,3.0,0.75,5.0,-0.02,-0.32789999999999997,-0.3479
^KS11,7,18,55,0.001,0.0919,0.5499,0.0347,0.4311,13.0,12.0,0.9231,5.0,0.74,-0.0814,-0.3479
^KS11,7,18,56,0.001,0.0958,0.5776,0.0361,0.4311,13.0,12.0,0.9231,5.0,0.77,-0.0814,-0.3479
^KS11,7,18,57,0.001,0.1024,0.6253,0.0385,0.4311,13.0,12.0,0.9231,5.0,0.83,-0.0814,-0.3479
^KS11,7,18,58,0.001,0.1027,0.6278,0.0387,0.4311,13.0,12.0,0.9231,5.0,0.83,-0.0814,-0.3479
^KS11,7,18,59,0.001,0.11,0.6822,0.041299999999999996,0.4311,13.0,12.0,0.9231,5.0,0.89,-0.0814,-0.3479
^KS11,7,18,60,0.001,0.111,0.6896,0.0416,0.4311,13.0,12.0,0.9231,5.0,0.87,-0.0814,-0.3479
^KS11,7,18,61,0.001,0.111,0.6896,0.0416,0.4311,13.0,12.0,0.9231,5.0,0.87,-0.0814,-0.3479
^KS11,7,18,62,0.001,0.0967,0.584,0.0395,0.4311,12.0,11.0,0.9167000000000001,5.0,0.72,-0.0814,-0.3479
^KS11,7,18,63,0.001,0.0987,0.5988,0.04019999999999999,0.4311,12.0,11.0,0.9167000000000001,5.0,0.74,-0.0814,-0.3479
^KS11,7,18,64,0.001,0.09970000000000001,0.6056,0.0406,0.4311,12.0,11.0,0.9167000000000001,5.0,0.72,-0.0814,-0.3479
^KS11,7,18,65,0.001,0.09789999999999999,0.5929,0.039900000000000005,0.4311,12.0,11.0,0.9167000000000001,5.0,0.66,-0.0814,-0.3479
^KS11,7,18,66,0.001,0.08439999999999999,0.4972,0.0379,0.4311,11.0,9.0,0.8181999999999999,5.0,0.53,-0.1148,-0.3479
^KS11,7,18,67,0.001,0.0877,0.5206000000000001,0.0394,0.4311,11.0,9.0,0.8181999999999999,5.0,0.56,-0.1148,-0.3479
^KS11,7,18,68,0.001,0.0687,0.3923,0.0346,0.4311,10.0,8.0,0.8,5.0,0.39,-0.1467,-0.3479
^KS11,7,18,69,0.001,0.0279,0.14679999999999999,0.019,0.4311,8.0,6.0,0.75,5.0,0.06,-0.2279,-0.3479
^KS11,7,18,70,0.001,0.0373,0.20010000000000003,0.025,0.4311,8.0,6.0,0.75,5.0,0.13,-0.2279,-0.3479
